filename,basic_ntokens,basic_ntypes,basic_ncontent_tokens,basic_ncontent_types,basic_nfunction_tokens,basic_nfunction_types,lexical_density_types,lexical_density_tokens,simple_ttr_aw,simple_ttr_cw,simple_ttr_fw,root_ttr_aw,root_ttr_cw,root_ttr_fw,log_ttr_aw,log_ttr_cw,log_ttr_fw,maas_ttr_aw,maas_ttr_cw,maas_ttr_fw,mattr50_aw,mattr50_cw,mattr50_fw,msttr50_aw,msttr50_cw,msttr50_fw,hdd42_aw,hdd42_cw,hdd42_fw,mtld_original_aw,mtld_original_cw,mtld_original_fw,mtld_ma_bi_aw,mtld_ma_bi_cw,mtld_ma_bi_fw,mtld_ma_wrap_aw,mtld_ma_wrap_cw,mtld_ma_wrap_fw
44.txt,344,141,132,78,212,63,0.553191489,0.38372093,0.409883721,0.590909091,0.297169811,7.602210511,6.789028582,4.326857764,0.847297297,0.892255901,0.773465508,0.060200743,0.050808933,0.09737824,0.720338983,0.696144578,0.567852761,0.736666667,0.71,0.605,0.784768779,0.792003148,0.625670767,42.38922823,41.23515049,19.66911452,37.49265593,31.6681612,19.22868348,43.04069767,36.03030303,19.94811321
45.txt,258,105,107,64,151,41,0.60952381,0.414728682,0.406976744,0.598130841,0.271523179,6.537014467,6.18711353,3.336532681,0.838104488,0.890014,0.740156457,0.067131443,0.054196747,0.119250249,0.675311005,0.716551724,0.442745098,0.68,0.77,0.42,0.721018636,0.779093177,0.488479282,33.03138767,51.73232055,12.08867703,32.32102758,41.53405071,12.44533513,32.72093023,49.09345794,12.47019868
46.txt,347,124,132,69,215,55,0.556451613,0.380403458,0.357348703,0.522727273,0.255813953,6.656668776,6.00567913,3.750968867,0.824074871,0.867146891,0.746155888,0.069252879,0.0626496,0.108832073,0.662751678,0.643855422,0.490722892,0.676666667,0.66,0.495,0.734268709,0.756734911,0.543998197,36.28977957,31.36154888,15.72081419,32.16695183,24.2389201,14.64472272,33.47550432,33.59848485,14.8372093
47.txt,284,108,104,63,180,45,0.583333333,0.366197183,0.38028169,0.605769231,0.25,6.408620954,6.177658257,3.354101966,0.82884627,0.892072786,0.733043351,0.069764175,0.053507898,0.118370019,0.61906383,0.720727273,0.445801527,0.616,0.69,0.44,0.706425779,0.790655041,0.506214514,23.00625031,32.14728682,12.63110307,20.34492171,27.80644499,11.88011696,20.50352113,28.80769231,11.83888889
48.txt,218,106,85,60,133,46,0.566037736,0.389908257,0.486238532,0.705882353,0.345864662,7.179225892,6.507913735,3.98870586,0.866086613,0.921599362,0.782897355,0.057265716,0.040634326,0.102221191,0.710414201,0.796666667,0.521428571,0.695,0.8,0.52,0.770909541,0.831799342,0.572741319,38.74194757,66.90789474,14.77777778,36.76334776,51.71428571,13.73770325,38.48165138,69.31764706,14.01503759
49.txt,336,140,151,86,185,54,0.614285714,0.449404762,0.416666667,0.569536424,0.291891892,7.637626158,6.998580745,3.970158959,0.849501116,0.887801247,0.764121102,0.059571921,0.051491482,0.104041037,0.686062718,0.714901961,0.506323529,0.676666667,0.713333333,0.486666667,0.809476379,0.804116218,0.611569058,39.47858053,27.68333333,15.10294249,30.84266846,31.89288321,14.5461327,34.77083333,37.01986755,15.72432432
5.txt,394,129,148,75,246,54,0.581395349,0.375634518,0.327411168,0.506756757,0.219512195,6.498926112,6.164962024,3.442914251,0.813173871,0.86397933,0.724567453,0.07198089,0.062674777,0.115198671,0.628985507,0.620606061,0.467614213,0.622857143,0.64,0.475,0.738792272,0.727558613,0.567024073,28.4360119,23.57554936,14.14787217,24.34090742,22.6758605,13.97382028,25.37817259,28.86486486,14.16666667
50.txt,242,111,97,65,145,46,0.585585586,0.400826446,0.458677686,0.670103093,0.317241379,7.135350247,6.599750073,3.820092073,0.858003941,0.912492022,0.769308063,0.059566719,0.044045311,0.106734224,0.686735751,0.822916667,0.4775,0.69,0.78,0.46,0.757989824,0.804135409,0.553277959,31.10758703,49.87264151,13.05742711,31.45649646,63.50441176,13.832033,32.33057851,57.88659794,13.75172414
51.txt,203,90,90,56,113,34,0.622222222,0.443349754,0.443349754,0.622222222,0.300884956,6.316761657,5.902918299,3.198450953,0.846910451,0.894560434,0.745942719,0.066344447,0.053954187,0.123744556,0.642337662,0.655121951,0.4275,0.64,0.7,0.43,0.73907719,0.751659232,0.515621883,29,33.27330168,12.54135244,26.47820856,20.4297235,12.08691875,29.42857143,29.84444444,12.84955752
52.txt,371,143,135,78,236,65,0.545454545,0.363881402,0.385444744,0.577777778,0.275423729,7.424190083,6.713171133,4.231139607,0.838856513,0.88816815,0.764003618,0.062717025,0.05249499,0.099454333,0.696708075,0.748372093,0.528983957,0.717142857,0.82,0.56,0.756308423,0.806456687,0.575188395,38.9323931,59.22478796,16.53884333,39.69395457,36.98860465,15.1714476,42.15363881,48.20740741,15.50847458
53.txt,386,122,140,69,246,53,0.56557377,0.362694301,0.316062176,0.492857143,0.215447154,6.209636502,5.831564358,3.379156579,0.806607156,0.856821709,0.721172174,0.074767569,0.066714701,0.116618734,0.542670623,0.577362637,0.384670051,0.557142857,0.61,0.395,0.690228312,0.733068111,0.504520195,15.97309068,16.84897036,11.16372462,16.04619565,15.84737985,11.23686798,16.80310881,19.99285714,11.3495935
54.txt,283,106,128,59,155,47,0.556603774,0.45229682,0.374558304,0.4609375,0.303225806,6.301045962,5.214912511,3.775130846,0.826053132,0.840377578,0.763399379,0.07094699,0.075750601,0.108020452,0.660854701,0.593670886,0.478867925,0.676,0.6,0.48,0.726623525,0.670754105,0.553460728,31.44444444,24.05689987,14.79545455,32.38295441,22.40433749,14.95203118,32.40989399,22.25,15.24516129
55.txt,273,74,116,45,157,29,0.608108108,0.424908425,0.271062271,0.387931034,0.184713376,4.478683742,4.178145109,2.314451965,0.767285272,0.800797363,0.665967589,0.095525119,0.096491495,0.152116428,0.500178571,0.495223881,0.323148148,0.488,0.48,0.32,0.617838463,0.563438737,0.412513434,16.09671755,14.41666931,10.69368058,15.65077755,13.64385848,10.50945946,17.1978022,14.30172414,10.8343949
56.txt,313,141,133,94,180,47,0.666666667,0.424920128,0.450479233,0.706766917,0.261111111,7.969791207,8.150833714,3.503173165,0.861222572,0.929032808,0.741417214,0.055610083,0.033414383,0.114657003,0.686136364,0.791428571,0.474351145,0.686666667,0.79,0.493333333,0.765091274,0.866518674,0.530524172,37.91144541,87.62814826,14.00172861,32.27699608,51.12662338,13.70187658,35.06389776,94.80451128,14.16666667
57.txt,332,134,105,76,227,58,0.567164179,0.31626506,0.403614458,0.723809524,0.255506608,7.354205419,7.416840554,3.849595207,0.84370817,0.930547967,0.748475654,0.06199257,0.034361964,0.106757889,0.677526502,0.766785714,0.537078652,0.68,0.76,0.535,0.757041585,0.855033936,0.593464486,27.79129129,83.09482759,18.43112594,31.72597196,37.19375,18.06101437,31.46987952,82.05714286,17.7753304
58.txt,314,117,108,62,206,55,0.52991453,0.343949045,0.372611465,0.574074074,0.266990291,6.602691981,5.965952782,3.832031579,0.828291603,0.881464911,0.75214458,0.068767815,0.058293353,0.107117391,0.647471698,0.713220339,0.498598726,0.663333333,0.69,0.485,0.748624495,0.765694153,0.579243188,31.5700361,33.78869779,14.77102461,27.58667472,27.97106742,14.42212013,28.97452229,30.48148148,14.60194175
59.txt,222,94,92,52,130,42,0.553191489,0.414414414,0.423423423,0.565217391,0.323076923,6.308866919,5.421374765,3.683643681,0.840933941,0.87382319,0.767877384,0.067792894,0.064251753,0.109805505,0.660578035,0.601860465,0.479753086,0.645,0.62,0.49,0.718777444,0.71166264,0.519942206,29.31225262,20.98387097,13.66813294,28.15566233,19.05307487,14.85311153,27.8963964,22.92391304,14.5
6.txt,303,118,140,72,163,46,0.610169492,0.462046205,0.389438944,0.514285714,0.282208589,6.778922878,6.085110634,3.60299807,0.834950598,0.865434152,0.751635091,0.066513487,0.062701687,0.112271178,0.718818898,0.680659341,0.522807018,0.716666667,0.71,0.526666667,0.744661938,0.73759825,0.54089106,47.02709768,41.20004217,17.41339259,42.12460456,31.86447368,15.97021693,43.53465347,47.11428571,16.2392638
60.txt,273,98,95,55,178,43,0.56122449,0.347985348,0.358974359,0.578947368,0.241573034,5.93122982,5.642880936,3.222986263,0.817361714,0.879982766,0.725850487,0.07496966,0.060684533,0.121821488,0.626607143,0.643478261,0.461395349,0.64,0.68,0.48,0.710641912,0.727519844,0.530337328,27.56940789,30.40671076,16.46461405,28.16921826,20.71267606,16.63742786,30.33699634,27.61052632,16.97752809
61.txt,405,146,158,83,247,63,0.568493151,0.390123457,0.360493827,0.525316456,0.255060729,7.254798327,6.603125459,4.008594007,0.830063352,0.872841019,0.752013558,0.065173377,0.05783484,0.103643063,0.659213483,0.641651376,0.507979798,0.66,0.666666667,0.52,0.774339441,0.782304463,0.595868669,34.4006505,24.77821522,16.49375,30.19423077,20.86881104,16.3960892,31.55308642,23.05696203,16.95546559
62.txt,250,105,105,66,145,39,0.628571429,0.42,0.42,0.628571429,0.268965517,6.640783086,6.440940481,3.238773714,0.842885682,0.900234301,0.736137763,0.065520537,0.049359899,0.122081125,0.648457711,0.731071429,0.440625,0.648,0.71,0.43,0.729893994,0.794845754,0.492550554,25.89494234,35.18825818,11.85941545,27.6968361,27.0393617,12.99621212,27.48,43.40952381,12.85517241
63.txt,333,133,141,82,192,51,0.616541353,0.423423423,0.399399399,0.581560284,0.265625,7.288355104,6.905645753,3.680607966,0.841981604,0.890469399,0.747851468,0.062644951,0.050962975,0.110431567,0.66,0.69673913,0.467412587,0.663333333,0.75,0.5,0.756198957,0.766301828,0.551052875,40.2375,40.21392033,14.83059876,30.12375391,28.73641304,14.52029509,33.00900901,37.68085106,14.421875
64.txt,274,118,108,72,166,46,0.610169492,0.394160584,0.430656934,0.666666667,0.277108434,7.128640701,6.92820323,3.570292418,0.849915508,0.913401592,0.748953549,0.061566796,0.042587487,0.113078481,0.6808,0.74,0.490598291,0.68,0.8,0.466666667,0.737273984,0.79229323,0.533005682,38.19278779,58.37112384,14.59462948,34.45214186,32.12323492,14.17834395,35.41605839,56.60185185,13.95180723
65.txt,256,108,96,58,160,50,0.537037037,0.375,0.421875,0.604166667,0.3125,6.75,5.919600212,3.952847075,0.844360938,0.88959975,0.770815572,0.064627722,0.055693816,0.103980015,0.679130435,0.723404255,0.488468468,0.692,0.8,0.486666667,0.740381622,0.753391699,0.560466795,39.90328152,30.44636827,18.0866426,36.26865112,30.44107143,17.01214128,35.859375,32.66666667,17.4875
66.txt,355,150,125,92,230,58,0.613333333,0.352112676,0.422535211,0.736,0.252173913,7.961173387,8.228730157,3.824406746,0.853292709,0.93651507,0.74666859,0.05752712,0.030275467,0.107265285,0.672222222,0.849210526,0.460662983,0.671428571,0.83,0.46,0.746636346,0.88671998,0.550950841,29.73949382,132.5757576,13.84573125,29.19482607,10,14.48740992,29.3971831,127.0406504,14.2826087
67.txt,250,102,100,65,150,37,0.637254902,0.4,0.408,0.65,0.246666667,6.451046427,6.5,3.021037349,0.837635706,0.906456678,0.720650716,0.067709907,0.046771661,0.128372044,0.639402985,0.759607843,0.411089109,0.644,0.73,0.44,0.716016858,0.764660711,0.497189799,26.06375978,43.58661555,12.09096859,22.06559987,36.125,11.91170261,23.236,36.41,12.72666667
68.txt,303,102,111,63,192,39,0.617647059,0.366336634,0.336633663,0.567567568,0.203125,5.859746894,5.979695373,2.814582562,0.809448564,0.879734188,0.696826414,0.076790587,0.058800401,0.13277862,0.65007874,0.695483871,0.428251748,0.64,0.69,0.44,0.70150959,0.74084997,0.49261501,33.1355915,37,14.02301963,28.14247365,34.02562379,14.06779661,28.17821782,34.25225225,14.21354167
69.txt,259,100,104,60,155,40,0.6,0.401544402,0.386100386,0.576923077,0.258064516,6.21369766,5.883484054,3.212877316,0.828740809,0.881567605,0.731423461,0.07096474,0.058716132,0.122619117,0.584666667,0.605454545,0.401509434,0.62,0.66,0.406666667,0.696852511,0.736907223,0.473360482,22.56439394,25.73103448,12.23287314,22.2305654,17.72285714,12.30590458,23.4015444,27.68269231,12.21935484
7.txt,324,122,138,76,186,46,0.62295082,0.425925926,0.37654321,0.550724638,0.247311828,6.777777778,6.469549634,3.372883645,0.831038608,0.878934517,0.732649636,0.067300682,0.056575852,0.117800766,0.674036364,0.656629213,0.479270073,0.68,0.68,0.506666667,0.765589084,0.751435092,0.56784488,31.67893175,35.40674887,17.31523301,33.4123511,22.84520934,16.65653595,36.30864198,32.3115942,16.90860215
70.txt,312,133,125,85,187,48,0.639097744,0.400641026,0.426282051,0.68,0.256684492,7.529642277,7.602631123,3.510107636,0.851531676,0.920124809,0.740034531,0.059526512,0.038091854,0.114429399,0.660684411,0.748421053,0.460724638,0.66,0.74,0.44,0.772286085,0.865387258,0.548181257,30.89813245,63.57977642,13.60009175,30.70320726,31.7024827,14.74983898,35.96153846,59.344,15.58823529
71.txt,289,114,118,65,171,49,0.570175439,0.408304498,0.394463668,0.550847458,0.286549708,6.705882353,5.983735016,3.747123653,0.835835123,0.875008012,0.756918506,0.066709342,0.060327754,0.108858897,0.64125,0.68,0.476229508,0.644,0.68,0.48,0.738048961,0.762211228,0.540831034,27.75014583,24.19991625,14.05862965,27.48213077,23.35241292,14.03459119,27.64359862,23.25423729,13.88888889
72.txt,386,151,132,83,254,68,0.549668874,0.341968912,0.39119171,0.628787879,0.267716535,7.685697638,7.224222722,4.266699475,0.842413841,0.904980517,0.762010654,0.060924353,0.04480838,0.098962911,0.687121662,0.75060241,0.506634146,0.682857143,0.75,0.524,0.753194989,0.829510573,0.580542634,37.31333333,44.24554693,18.6518286,36.81968439,50.60632184,18.05998829,38.97927461,57.53030303,18.25590551
73.txt,326,115,132,69,194,46,0.6,0.404907975,0.352760736,0.522727273,0.237113402,6.36926092,6.00567913,3.30260753,0.819944059,0.867146891,0.726792803,0.071643594,0.0626496,0.119419088,0.685415162,0.661686747,0.472551724,0.696666667,0.69,0.48,0.727601114,0.743715404,0.521459338,42.03456147,37.2240906,16.29221459,37.10777385,29.56050532,16.39143126,39.66257669,41.08333333,16.82989691
74.txt,353,127,140,76,213,51,0.598425197,0.396600567,0.359773371,0.542857143,0.23943662,6.759527952,6.423172336,3.49446242,0.825741663,0.876375296,0.73337276,0.06839629,0.057603601,0.114511929,0.658684211,0.67010989,0.507195122,0.668571429,0.65,0.52,0.767228717,0.771944313,0.576840222,31.62933135,23.33333333,15.4622545,28.25775113,22.4773304,15.15034735,31.13597734,23.35714286,15.51173709
75.txt,350,133,119,69,231,64,0.518796992,0.34,0.38,0.579831933,0.277056277,7.109149035,6.325219629,4.210890848,0.834825014,0.885958798,0.764160949,0.064925538,0.054945132,0.099779089,0.666245847,0.687142857,0.518351648,0.657142857,0.69,0.505,0.756751852,0.796276804,0.591223806,31.04810144,24.82450331,15.4,25.05688918,30.30068729,14.12227669,25.84571429,38.46218487,14.43290043
76.txt,371,127,125,69,246,58,0.543307087,0.336927224,0.342318059,0.552,0.235772358,6.593511472,6.171547618,3.697944936,0.818800142,0.876932763,0.737547409,0.070522962,0.058689804,0.109769851,0.620993789,0.65,0.461725888,0.628571429,0.69,0.45,0.718879727,0.758019622,0.542635726,25.89520942,30.18936067,13.03925728,24.63781056,24.24717391,13.00657323,26.37466307,32.968,13.09756098
77.txt,253,107,97,60,156,47,0.560747664,0.383399209,0.422924901,0.618556701,0.301282051,6.727032364,6.092076991,3.763011614,0.844478569,0.894995243,0.762427205,0.064716451,0.052851948,0.108326173,0.65872549,0.678333333,0.470280374,0.66,0.72,0.5,0.74994842,0.787094653,0.556927829,35.19769874,30.55597116,15.02647059,29.48067109,26.704329,13.96307545,32.53754941,41.29896907,15.71153846
78.txt,307,111,101,62,206,49,0.558558559,0.328990228,0.361563518,0.613861386,0.237864078,6.335104615,6.169230579,3.41399177,0.822359945,0.894263621,0.73046373,0.071423471,0.052754204,0.116487354,0.626821705,0.648846154,0.450573248,0.636666667,0.72,0.445,0.7069502,0.780271709,0.523976021,33.08868301,41.51707168,15.39028061,30.3474766,26.39516686,15.10685146,32.31921824,34.32673267,14.83980583
79.txt,365,133,140,70,225,63,0.526315789,0.383561644,0.364383562,0.5,0.28,6.96153817,5.916079783,4.2,0.828887154,0.859733441,0.764966381,0.066781143,0.065357964,0.099921506,0.687848101,0.60989011,0.536931818,0.7,0.65,0.535,0.757061911,0.725108757,0.604776559,35.10046012,25.87878788,18.14179796,32.61092235,22.2768595,19.25967385,34.10958904,26.54285714,19.45333333
8.txt,255,91,75,44,180,47,0.483516484,0.294117647,0.356862745,0.586666667,0.261111111,5.698641049,5.080682369,3.503173165,0.814048902,0.876479456,0.741417214,0.07726906,0.065875471,0.114657003,0.560970874,0.580769231,0.419389313,0.592,0.54,0.46,0.66231149,0.684244708,0.52068795,19.07010891,17.53562176,12.6082307,17.75246873,15.18019943,12.22869802,19.58039216,21.24,12.92222222
80.txt,250,102,94,53,156,49,0.519607843,0.376,0.408,0.563829787,0.314102564,6.451046427,5.466532605,3.923139768,0.837635706,0.873879443,0.770679459,0.067709907,0.0639191,0.104563389,0.648159204,0.611111111,0.487476636,0.668,0.66,0.52,0.75938299,0.748769298,0.583431503,29.25737985,25.5864486,15.40186784,26.51227314,18.94180162,13.60493457,29.964,24.96808511,14.94230769
81.txt,222,104,81,60,141,44,0.576923077,0.364864865,0.468468468,0.740740741,0.312056738,6.980022974,6.666666667,3.705468453,0.859646166,0.931708257,0.764674326,0.059817869,0.035783222,0.10949357,0.710751445,0.78625,0.51826087,0.72,0.84,0.48,0.761705033,0.846866698,0.560115971,43.10175439,67.21218629,17.625,43.35736677,18.91111111,18.23450413,42.16216216,60.12658228,18.16312057
82.txt,288,113,113,57,175,56,0.504424779,0.392361111,0.392361111,0.504424779,0.32,6.658588856,5.36210895,4.233202098,0.83479089,0.855240023,0.779384027,0.067174764,0.070508741,0.098355876,0.668953975,0.550625,0.548253968,0.656,0.56,0.54,0.775807065,0.67234598,0.641511476,33.11393186,19.56160072,17.8179677,30.56122774,15.642002,19.18197179,31.51736111,18.89380531,19.21142857
83.txt,472,127,147,72,325,55,0.566929134,0.311440678,0.269067797,0.489795918,0.169230769,5.845648824,5.938459912,3.050851079,0.786779864,0.856973027,0.692851713,0.079740001,0.065992631,0.122278085,0.593947991,0.673877551,0.440289855,0.58,0.66,0.44,0.705230775,0.748036517,0.536093081,21.21140691,28.26046512,13.26553154,21.22978358,24.32996293,13.28873055,21.42161017,22.93877551,13.22769231
84.txt,290,136,124,88,166,48,0.647058824,0.427586207,0.468965517,0.709677419,0.289156627,7.986194985,7.902633289,3.725522523,0.86644763,0.928853793,0.757279002,0.054236712,0.033985607,0.10932846,0.676763485,0.782666667,0.456581197,0.7,0.8,0.46,0.755447613,0.84792816,0.518441618,34.7243266,97.65,13.57295891,30.93710021,47.86315136,13.35620915,32.14482759,72.38709677,14
85.txt,184,90,73,51,111,39,0.566666667,0.39673913,0.489130435,0.698630137,0.351351351,6.634888027,5.969098507,3.701716183,0.862869627,0.916411328,0.777903844,0.060548081,0.044860005,0.108587328,0.662666667,0.754166667,0.479032258,0.666666667,0.74,0.5,0.728605365,0.78446954,0.517319092,28.15075173,60.66891892,13.875,27.68065268,32.78909091,14.39423648,29.46195652,45.2739726,14.09009009
86.txt,167,89,63,51,104,38,0.573033708,0.377245509,0.532934132,0.80952381,0.365384615,6.88702677,6.425396041,3.726206568,0.877030441,0.948997774,0.783221361,0.055323997,0.028344954,0.107473999,0.719830508,0.801428571,0.512,0.713333333,0.78,0.52,0.762468985,0.866812722,0.550289679,41.75,92.61,16.0952381,42.61465634,0,14.89315224,41.36526946,71,14.64423077
87.txt,300,125,112,70,188,55,0.56,0.373333333,0.416666667,0.625,0.292553191,7.216878365,6.614378278,4.011287266,0.846510848,0.900391281,0.765277876,0.061962713,0.048608161,0.103212767,0.693784861,0.751111111,0.530503597,0.686666667,0.71,0.526666667,0.795464773,0.828052928,0.615641317,38.81603953,32.66666667,17.49650454,34.67153174,40.65263158,16.29213502,34.63666667,40.32142857,16.42553191
88.txt,379,148,146,84,233,64,0.567567568,0.385224274,0.390501319,0.575342466,0.274678112,7.602249355,6.951889464,4.192779405,0.841630619,0.889078359,0.762952439,0.061415874,0.051249333,0.100131779,0.751454545,0.751546392,0.55076087,0.76,0.75,0.57,0.78818123,0.814228175,0.606782783,59.24619331,58.63827525,23.3,52.20660211,60.53488372,20.99844994,53.30870712,66.10273973,20.79828326
89.txt,267,111,91,60,176,51,0.540540541,0.34082397,0.415730337,0.659340659,0.289772727,6.793089681,6.28970902,3.844269643,0.842906856,0.907663951,0.76043667,0.064740332,0.047133281,0.106685361,0.684495413,0.749047619,0.50976378,0.664,0.76,0.486666667,0.725619235,0.787405677,0.551837415,28.7464847,44.5853389,15.11205674,31.9146066,51.98799314,16.19161677,32.11610487,54.03296703,15.92613636
9.txt,300,112,118,68,182,44,0.607142857,0.393333333,0.373333333,0.576271186,0.241758242,6.466323015,6.259907402,3.261496993,0.827257858,0.884465865,0.72716848,0.069735037,0.055762893,0.120718098,0.635378486,0.705217391,0.40556391,0.66,0.68,0.426666667,0.732500039,0.791516015,0.506054827,30.69079166,30.17816092,14.58333333,27.18251542,31.397114,13.28627894,29.75333333,33.65254237,14.88461538
90.txt,303,107,120,61,183,46,0.570093458,0.396039604,0.353135314,0.508333333,0.25136612,6.146989389,5.568512668,3.400417846,0.817824178,0.858669651,0.734936476,0.073415287,0.06797404,0.117157681,0.592755906,0.623098592,0.400298507,0.6,0.62,0.42,0.68447046,0.701273823,0.491793838,21.70219984,18.57142857,12.47313433,21.34988797,20.54381654,12.07045144,22.72607261,24.10833333,12.45901639
91.txt,423,133,165,78,258,55,0.586466165,0.390070922,0.314420804,0.472727273,0.213178295,6.46668129,6.072291764,3.424150435,0.808673418,0.853261918,0.721657185,0.072849119,0.066173233,0.115417374,0.607058824,0.587413793,0.424401914,0.615,0.626666667,0.416,0.681558057,0.702983375,0.48647238,24.30167541,28.13671875,11.94893931,24.68862169,21.44580731,13.09638554,26.78250591,31.36969697,12.99612403
92.txt,248,103,107,62,141,41,0.601941748,0.431451613,0.415322581,0.579439252,0.290780142,6.540506541,5.993766232,3.452822876,0.840625535,0.883219679,0.750404576,0.0665599,0.05754472,0.116133075,0.65638191,0.738965517,0.451304348,0.665,0.71,0.46,0.703403822,0.718054758,0.496430736,27.55555556,24.42795139,13.45909091,30.83667065,32.81498136,13.44415081,30.13306452,36.24299065,13.34042553
93.txt,304,113,114,62,190,51,0.548672566,0.375,0.371710526,0.543859649,0.268421053,6.480994482,5.806832032,3.699928876,0.826896084,0.871402335,0.749343929,0.069719182,0.062519987,0.109997005,0.626588235,0.638153846,0.445957447,0.636666667,0.67,0.433333333,0.747226183,0.751194219,0.563783038,23.92792554,37.43757031,12.78964401,23.83468662,25.61525974,12.67127072,25.59210526,38.49122807,12.81578947
94.txt,380,141,154,86,226,55,0.609929078,0.405263158,0.371052632,0.558441558,0.243362832,7.233147382,6.930077491,3.658545579,0.833100542,0.884333772,0.739287392,0.064695139,0.052875489,0.110747918,0.692145015,0.742285714,0.493785311,0.697142857,0.753333333,0.485,0.770671208,0.796244122,0.571271554,39.80443987,43.67952014,15.45356742,35.87759171,51.26257901,14.50869313,38.39736842,53.07142857,16.3539823
95.txt,269,113,99,59,170,54,0.522123894,0.36802974,0.420074349,0.595959596,0.317647059,6.889731598,5.92972311,4.14161094,0.844974387,0.887362588,0.77670183,0.063803053,0.056441885,0.100113554,0.684181818,0.6748,0.562975207,0.692,0.7,0.56,0.772174344,0.76615042,0.611750303,36.02678571,23.59603111,19.50786939,34.59462497,23.73283396,18.76612772,36.40148699,25.58585859,19.58235294
96.txt,227,92,95,48,132,44,0.52173913,0.418502203,0.405286344,0.505263158,0.333333333,6.106254467,4.92469609,3.829708431,0.833517095,0.850089079,0.775003716,0.070662597,0.075799733,0.106101599,0.67011236,0.615652174,0.49373494,0.705,0.6,0.48,0.739492287,0.683423846,0.559004516,34.13522201,28.77737226,19.00370096,34.56381551,24.73143088,16.46637415,37.969163,27.25263158,17.43181818
97.txt,353,126,139,77,214,49,0.611111111,0.393767705,0.35694051,0.553956835,0.228971963,6.706303322,6.531054759,3.349571042,0.824394143,0.880297572,0.725277244,0.06892519,0.055857024,0.117885827,0.684407895,0.732888889,0.490666667,0.677142857,0.74,0.485,0.735125735,0.794620183,0.525728325,34.7464428,38.68884375,16.6812633,34.01365184,41.57565284,15.65829146,33.36543909,47.4676259,15.48130841
98.txt,324,124,125,72,199,52,0.580645161,0.385802469,0.382716049,0.576,0.261306533,6.888888889,6.439875775,3.686182266,0.833851485,0.885747354,0.746460642,0.066180257,0.054486194,0.110289501,0.631927273,0.670526316,0.4568,0.643333333,0.67,0.466666667,0.73232244,0.749493361,0.555260137,26.58991495,23.1659767,14.05319907,26.31673279,22.34869481,14.25994418,27.70679012,24.128,14.64321608
99.txt,291,104,132,65,159,39,0.625,0.453608247,0.357388316,0.492424242,0.245283019,6.09658797,5.657523819,3.092901184,0.818636746,0.854916365,0.722752197,0.073608413,0.068417155,0.125941749,0.590909091,0.581686747,0.379818182,0.616,0.61,0.386666667,0.71082709,0.733305424,0.470636996,23.48323816,28.02927787,12.29530568,21.7263513,20.34291915,11.82129955,25.4467354,27.16666667,12.49685535
